Creating config files for run_000:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand1-seed0/config.yaml

Creating config files for run_001:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand0.25-seed2/config.yaml

Creating config files for run_002:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-PSR-aerCPU-rand0-seed1/config.yaml

Creating config files for run_003:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-PSR-aerCPU-rand0.5-seed2/config.yaml

Creating config files for run_004:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-SPSA-aerCPU-rand0.1-seed1/config.yaml

Creating config files for run_005:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-SPSA-aerCPU-rand1-seed2/config.yaml

Creating config files for run_006:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-REG-aerCPU-rand0.25-seed1/config.yaml

Creating config files for run_007:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noiseless-SPSA-aerCPU-rand0-seed0/config.yaml

Creating config files for run_008:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noiseless-SPSA-aerCPU-rand0.5-seed1/config.yaml

Creating config files for run_009:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noiseless-REG-aerCPU-rand0.1-seed0/config.yaml

Creating config files for run_010:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noiseless-REG-aerCPU-rand1-seed1/config.yaml

Creating config files for run_011:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q8-noiseless-PSR-aerCPU-rand0.25-seed0/config.yaml

Creating config files for run_012:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q8-noiseless-PSR-aerCPU-rand0-seed2/config.yaml

Creating config files for run_013:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q4-noiseless-REG-aerCPU-rand0.5-seed0/config.yaml

Creating config files for run_014:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q4-noiseless-REG-aerCPU-rand0.1-seed2/config.yaml

Creating config files for run_015:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q4-noiseless-SPSA-aerCPU-rand1-seed0/config.yaml

Creating config files for run_016:
Configuration file rewritten. Path: /work/qgan/data/train/amp-qml_torch-q4-noiseless-SPSA-aerCPU-rand0.25-seed2/config.yaml

Creating config files for run_017:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q4-noisy-PSR-aerCPU-rand0-seed1/config.yaml

Creating config files for run_018:
Configuration file rewritten. Path: /work/qgan/data/train/base-qml_torch-q4-noisy-PSR-aerCPU-rand0.5-seed2/config.yaml

Creating config files for run_019:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noisy-PSR-aerCPU-rand0.1-seed1/config.yaml

Creating config files for run_020:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q4-noisy-PSR-aerCPU-rand1-seed2/config.yaml

21 battery configuration files ready.

Running: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand1-seed0/config.yaml
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
Training complete: 
   Data path: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand1-seed0 
   Best eval: 0.06759750843048096 
   Total time: 6336.433821439743

Running: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand0.25-seed2/config.yaml
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
Training complete: 
   Data path: /work/qgan/data/train/ang-qml_torch-q8-noiseless-PSR-aerCPU-rand0.25-seed2 
   Best eval: 0.041614942252635956 
   Total time: 3504.112775325775

Running: /work/qgan/data/train/amp-qml_torch-q8-noiseless-PSR-aerCPU-rand0-seed1/config.yaml
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
Training complete: 
   Data path: /work/qgan/data/train/amp-qml_torch-q8-noiseless-PSR-aerCPU-rand0-seed1 
   Best eval: 0.0010281763384115802 
   Total time: 4446.237684011459

Running: /work/qgan/data/train/amp-qml_torch-q8-noiseless-PSR-aerCPU-rand0.5-seed2/config.yaml
Training data file created.
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
                  0 |             -0.585 |             -0.384 |            0.00324 |            0.00324 |               4.68 |
                 10 |             -0.614 |             -0.406 |            0.00346 |            0.00305 |               46.5 |
                 20 |             -0.695 |             -0.452 |            0.00208 |            0.00208 |               46.5 |
                 30 |             -0.734 |             -0.464 |            0.00376 |            0.00208 |               46.7 |
                 40 |             -0.702 |              -0.46 |            0.00337 |            0.00208 |               46.8 |
                 50 |             -0.715 |             -0.442 |            0.00359 |            0.00208 |               46.8 |
                 60 |             -0.665 |              -0.48 |            0.00302 |            0.00208 |               46.6 |
                 70 |             -0.582 |             -0.526 |            0.00307 |            0.00208 |               46.6 |
                 80 |             -0.527 |             -0.597 |            0.00224 |            0.00208 |               46.5 |
                 90 |             -0.673 |             -0.609 |            0.00368 |            0.00208 |               46.6 |
                100 |             -0.679 |             -0.583 |            0.00374 |            0.00208 |               46.4 |
                110 |             -0.667 |             -0.593 |            0.00352 |            0.00208 |               46.8 |
                120 |             -0.649 |             -0.666 |            0.00296 |            0.00208 |               46.8 |
                130 |             -0.648 |             -0.585 |            0.00338 |            0.00208 |               46.6 |
                140 |             -0.507 |             -0.599 |            0.00299 |            0.00208 |               46.5 |
                150 |             -0.722 |             -0.653 |            0.00298 |            0.00208 |               46.7 |
                160 |             -0.659 |             -0.586 |            0.00336 |            0.00208 |               46.6 |
                170 |             -0.702 |             -0.654 |            0.00274 |            0.00202 |               46.9 |
                180 |             -0.631 |             -0.611 |            0.00329 |            0.00198 |               46.4 |
                190 |             -0.587 |             -0.562 |            0.00354 |            0.00198 |               46.9 |
                200 |              -0.66 |             -0.609 |            0.00298 |            0.00198 |               46.5 |
                210 |             -0.593 |             -0.619 |            0.00291 |            0.00198 |               45.9 |
                220 |             -0.624 |              -0.63 |            0.00209 |            0.00198 |                 46 |
                230 |             -0.755 |             -0.588 |            0.00311 |            0.00198 |                 46 |
                240 |             -0.754 |             -0.679 |             0.0035 |            0.00198 |               45.8 |
                250 |             -0.723 |             -0.623 |            0.00363 |            0.00198 |               46.2 |
                260 |             -0.606 |             -0.606 |            0.00282 |            0.00198 |               46.2 |
                270 |             -0.756 |             -0.591 |            0.00306 |            0.00198 |               45.8 |
                280 |              -0.57 |             -0.581 |             0.0026 |            0.00198 |                 46 |
                290 |             -0.714 |             -0.603 |            0.00286 |            0.00189 |               46.1 |
                300 |              -0.73 |             -0.593 |            0.00263 |            0.00189 |               45.9 |
                310 |             -0.693 |             -0.642 |            0.00239 |            0.00189 |               46.1 |
                320 |             -0.685 |             -0.636 |            0.00356 |            0.00189 |               46.1 |
                330 |             -0.662 |             -0.604 |            0.00324 |            0.00189 |               45.9 |
                340 |             -0.726 |             -0.617 |            0.00235 |            0.00189 |                 46 |
                350 |             -0.705 |             -0.635 |            0.00337 |            0.00189 |                 46 |
                360 |             -0.619 |              -0.68 |            0.00333 |            0.00189 |                 46 |
                370 |              -0.72 |              -0.66 |            0.00327 |            0.00189 |               46.1 |
                380 |               -0.7 |              -0.67 |            0.00341 |            0.00189 |               45.9 |
                390 |             -0.654 |             -0.654 |            0.00318 |            0.00189 |               46.1 |
                400 |             -0.663 |             -0.652 |            0.00363 |            0.00189 |               46.1 |
                410 |             -0.663 |             -0.629 |            0.00294 |            0.00189 |               45.9 |
                420 |             -0.614 |             -0.648 |            0.00227 |            0.00189 |               46.2 |
                430 |             -0.706 |             -0.638 |            0.00286 |            0.00189 |               46.1 |
                440 |             -0.598 |             -0.662 |             0.0036 |            0.00189 |               45.9 |
                450 |             -0.708 |             -0.672 |            0.00355 |            0.00189 |                 47 |
                460 |             -0.634 |              -0.68 |            0.00302 |            0.00189 |               46.1 |
                470 |             -0.635 |             -0.703 |            0.00302 |            0.00189 |               45.9 |
                480 |             -0.591 |              -0.66 |            0.00374 |            0.00189 |                 46 |
                490 |             -0.706 |             -0.673 |            0.00235 |            0.00189 |               46.2 |
                500 |             -0.565 |             -0.723 |            0.00324 |            0.00189 |                 46 |
                510 |             -0.562 |             -0.671 |            0.00348 |            0.00189 |               46.1 |
                520 |             -0.549 |              -0.71 |            0.00302 |            0.00189 |               46.1 |
                530 |             -0.627 |             -0.698 |            0.00207 |            0.00189 |                 46 |
                540 |             -0.493 |             -0.687 |            0.00358 |            0.00167 |               46.1 |
                550 |               -0.6 |             -0.684 |            0.00277 |            0.00167 |               46.1 |
                560 |             -0.674 |             -0.725 |            0.00285 |            0.00148 |               45.8 |
                570 |             -0.609 |             -0.686 |            0.00258 |            0.00148 |               46.1 |
